katalog;kapitel;seite;kapitel_titel;tafel_titel;pos;teilenummer;bezeichnung
cat002;chap0211;217;Trim;Fleck Seats and Trim - Mini Traveller MK1 - 1960-1;25;CK971A;Rear load area carpet kit - Black
cat002;chap0211;217;Trim;Fleck Seats and Trim - Mini Traveller MK1 - 1960-1;25;CK971M;Rear load area carpet kit - Red
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;8;SF660;Front seat base frame foam wrap
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;9;CZH3508;Front seat base diaphragm
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;11;C708;Front seat squab diaphragm
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;12;C707;Packet of 20 seat frame clips (Order individually as [link]14A8094[/link])
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;13;SF674;Rear squab foam
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;14;SF679;Rear base foam
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;15;DP3022M;Pair of fillet panels - per door / Tartan Red
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;16;DP3021P;Pair of door panels / Dove Grey
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;16;DP3021M;Pair of door panels / Tartan Red
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;18;DT3022PB;
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;19;TK3070M;Interior panel kit - round speedo type / Tartan Red
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;19;TK3075M;Interior panel kit - oval speedo type / Tartan Red
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;20;CK972PB;
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;20;CK972M;Rear load area carpet kit after 1966 - 2 piece / Tartan Red
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;21;CK971M;Rear load area carpet kit up to 1966 - 4 piece / Tartan Red
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;22;14E8403;Door check strap - each (match seat outer colour) / Cumulus Grey
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;22;14E4290;Door check strap - each (match seat outer colour) (dark grey)
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;22;14E4291;Door check strap - each (match seat outer colour) / Porcelain Green
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;22;14E4288;Door check strap - each (match seat outer colour) / Powder Blue
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;22;14E4289;Door check strap - each (match seat outer colour) / Tartan Red
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;23;DP3023LH;Door pocket liner - Black - Left hand
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;23;DP3023RH;Door pocket liner - Black - Right hand
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;24;SV2000C;Sunvisor Pads - Centrally mounted pre 1964 / Cream Crackle - Plain
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;24;SV2004;Sunvisor Pads - Centrally mounted pre 1964 (central bracket) / Brackets
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;26;SV2016C;Sunvisor Pads - Padded 1965-67 / Cream Crackle - Plain
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;26;SV2017C;Sunvisor Pads - Padded 1965-67 / Cream Crackle - With Mirror
cat002;chap0211;218;Trim;Seats and Trim - Mini Traveller MK1 - 1961-1967;26;SV2021;Sunvisor Pads - Padded 1965-67 (fitting kit) / Brackets
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;1;SC3043A;
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;4;SF3010;Front seat base foam cushion
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;5;SF660;Base frame foam wrap
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;6;SF3012;Front seat squab foam
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;8;CZH3508;Front seat base diaphragm
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;9;C707;Packet of 20 seat frame clips (Order individually as [link]14A8094[/link])
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;12;TK3075A;
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;12;TK3070M;Interior panel kit - round speedo type - Tartan Red
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;12;TK3075M;Interior panel kit - oval speedo type - Tartan Red
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;13;DP3022A;Pair of fillet panels - per door - Black (vinyl)
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;13;DP3022M;Pair of fillet panels - per door - Tartan Red
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;14;DP3021M;Pair of door panels - Tartan Red
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;15;ALE2927;Pair of speedo panels - oval binnacle type - Black (vinyl)
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;15;VGA4187;Pair of speedo panels - round speedo binnacle - Black (paintedl)
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;15;VGA4192;Pair of speedo panels - oval binnacle type - Black (paintedl)
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;16;VGA1995;Padded dash tray liner - Black (vinyl)
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;17;CK972A;Rear load area carpet kit - Black (vinyl)
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;17;CK972M;Rear load area carpet kit - Tartan Red
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;18;ALE1221;Door check strap - each - Black (vinyl)
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;18;14E8403;Door check strap - each - Cumulus Grey
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;19;DP3023LH;Door pocket liner - Black - Left hand
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;19;DP3023RH;Door pocket liner - Black - Right hand
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;20;SV2017C;Padded sunvisor with mirror - Cream Crackle
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;21;SV2016C;Padded sunvisor plain - Cream Crackle
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;22;SV2021;Sunvisor bracket
cat002;chap0211;219;Trim;Seats and Trim - Mini Traveller MK2 - 1967-1970;23;CZK8289;Seat adjuster plastic knob - Black
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;3;SF3010;Front seat base foam cushion 1975-80
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;4;SF660;Front seat base frame foam wrap
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;5;SF3012;Front seat squab foam
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;6;C708;Front seat squab diaphragm
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;7;CZH3508;Front seat base diaphragm
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;8;C707;Packet of 20 seat frame clips (Order individually as 14A8094)
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;14;DP3048A;Pair of late door panels 1975-80 / Black
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;14;DP3048X;
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;15;VGA1995;Dash tray liner all models - Also see reinforcement DT3076 / Black
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;15;DT3076;Dash tray cardboard reinforcement for liner [link]VGA1995[/link] / [link]DT3027[/link]
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;16;DT3047A;Pair of offset dash panels RHD / Black
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;16;DT3048A;Pair of offset dash panels LHD / Black
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;18;SV2017A;Padded sunvisor with mirror - Black (optional)
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;18;SV2017P;Padded sunvisor with mirror - Grey
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;18;SV2017WW;Padded sunvisor with mirror - White
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;19;SV2016A;Padded sunvisor - plainBlack (optional)
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;19;SV2016P;Padded sunvisor plain - Grey
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;19;SV2016WW;Padded sunvisor plain - White
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;20;SV2021;Sunvisor bracket
cat002;chap0211;220;Trim;Seats and Trim - Mini Clubman Estate 1970-1982;21;CZK8289;Seat adjuster plastic knob - Black
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;4;SF660;Front seat base frame foam wrap
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;5;CZH3508;Front seat base diaphragm
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;8;C707;Packet of 20 seat frame clips (Order individually as [link]14A8094[/link])
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;9;ALE2927;Pair of speedo panels - Oval binnacle - Vinyl covered - No air vent / Black (vinyl)
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;9;VGA4187;Pair of speedo panels - Round binnacle - Vinyl covered - No air vent / Black (original painted)
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;9;VGA4192;Pair of speedo panels - Oval binnacle - Vinyl covered - No air vent / Black (original painted)
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;10;VGA1995;Padded dash tray liner / Black (vinyl)
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;11;DP3041A;
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;11;DP3022A;Pair of fillet panels - per door - Vinyl covered / Black (vinyl)
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;12;DP3046A;
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;13;ALE1221;Door check strap - each / Black (vinyl)
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;15;DP3023RH;Door pocket liner - Right hand / Black (vinyl)
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;15;DP3023LH;Door pocket liner - Left hand / Black (vinyl)
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;17;SV2000C;Sunvisor Pads - Centrally mounted pre 1964 / Cream Crackle - Plain
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;17;SV2004;Sunvisor Pads - Centrally mounted pre 1964 / Brackets (central bracket)
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;18;SV732;Sunvisor Pads - With swivel brackets 1964-5 / Cream Crackle - Plain
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;18;SV733;Sunvisor Pads - With swivel brackets 1964-5 / Cream Crackle - With Mirror
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;18;GFK7344;Sunvisor Pads - With swivel brackets 1964-5 / Brackets (clip 2 required)
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;19;SV2016C;Sunvisor Pads - Padded 1965-67 / Cream Crackle - Plain
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;19;SV2017C;Sunvisor Pads - Padded 1965-67 / Cream Crackle - With Mirror
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;19;SV2021;Sunvisor Pads - Padded 1965-67 / Brackets (car fitting kit)
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;20;CZK8289;Seat adjuster plastic knob - Black
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;21;CK974A;Deluxe moulded carpet set, cabin area up to 1973 - Black
cat002;chap0211;221;Trim;Seats and Trim - Mini Van & Pickup;21;CK973A;Deluxe moulded carpet set, cabin area 1973 on - Rod change gear lever
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;7;SF660;Front seat base foam wrap
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;9;CZH3508;Front seat base diaphragm
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;10;C707;Packet of 20 seat frame clips (Order individually as [link]14A8094/[link])
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;15;DP3022A;Pair of fillet panels - per door / Black
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;15;DP3022M;Pair of fillet panels - per door / Tartan Red
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;16;WA3023A;Pair of rear pocket liners MK I & II / Black
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;18;VGA1995;Padded dash tray liner / Black
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;18;DT3022PB;
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;20;ALE1221;Door check strap - each / Black
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;20;14E8403;Door check strap - each / Cumulus Grey
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;21;DP3023LH;Door pocket liner - Black - Left hand
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;21;DP3023RH;Door pocket liner - Black - Right hand
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;22;DT3028A;Dash surround material
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;24;SV2004;Early type central sunvisor bracket
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;25;SV2000C;Centrally mounted sunvisor pad, pre 1964 / Cream Crackle
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;28;SV2017C;Padded sunvisor 1965-67 with mirror / Cream Crackle
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;29;SV2016C;Padded sunvisor 1965-67 plain / Cream Crackle
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;30;GFK7344;Sunvisor central support clip 1964-1965
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;31;SV2021;Sunvisor fitting brackets 1965-67
cat002;chap0211;222;Trim;Seats and Trim - Riley Elf & Wolseley Hornet;32;CZK8289;Seat frame plastic knob
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;4;SF3018;Seat Covers and Head Rests - Front seat base foam cushion - each - 1990-91
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;5;SF660;Seat Covers and Head Rests - Front seat base foam wrap - 1990-91
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;6;CZH3508MS;Seat Covers and Head Rests - Front seat base diagphragm - wire - 1990-91
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;6;HGD100150;Seat Covers and Head Rests - Front seat base diagphragm - wire - 1993-95
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;7;SF3020;Seat Covers and Head Rests - Front seat squab cushion - each - 1990-91
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;8;C708;Seat Covers and Head Rests - Front seat squab diagphragm - each - 1990-91
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;9;C707;Packet of 20 seat frame clips - (Order individually as [link]14A8094[/link])
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;10;SF669;Rear seat squab foam cushion - Black
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;11;SF668;Rear seat base foam cushion - Black
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;12;DP3040AM;
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;14;GFK7509;Set of door panel clips
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;15;WA3050A;Pair of rear pocket liners - Black
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;16;WAC3024A;Pair of rear wheel arch covers - Black
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;18;DT3047A;Pair of offset dash panels RHD
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;18;DT3048A;Pair of offset dash panels LHD
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;19;VGA1995;Dash tray liner all models - Also see reinforcement [link]DT3076[/link]
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;19;DT3076;Dash tray cardboard reinforcement for liner [link]VGA1995[/link]
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;20;DT3028A;Dash surround material
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;21;CK989;Vinyl handbrake gaiter
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;22;BHH2002;Vinyl gear lever gaiter - black with black top stitching
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;22;BHH2002AM;Vinyl gear lever gaiter - black with red top stitching
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;23;CCC111;Carpeted boot board - Single tank - Black - Carb cars
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;23;CCC113;Carpeted boot board - Single tank - Black - Injection tank cars
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;24;CCC115B;Boot board bracket kit for 145 Tyres (see page 181 for more details)
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;25;14A9783;Boot board bracket (See page 181 for more details)
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;26;SV2017P;Padded sunvisor with mirror - Grey
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;27;SV2016P;Plain sunvisor pad - Grey
cat002;chap0211;223;Trim;Seats and Trim - Mini Cooper 1990-1996 - Pre MPI;28;SV2021;Sunvisor bracket
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;4;HGD100150;Front seat base diaphragm
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;6;C707;Packet of 20 seat frame clips (Order individually as [link]14A8094[/link])
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;9;DP3106AC;Door panel / Panel Colour - Black / Strip Colour - Beige
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;9;DP3106AM;
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;11;WA3050A;Pair of rear pocket liners - Black
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;12;WAC3024A;Pair of rear wheel arch covers - Black
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;13;DT3047A;Pair of offset dash panels RHD - Black
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;13;DT3048A;Pair of offset dash panels LHD - Black
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;14;VGA1995;Dash tray liner - Also see reinforcement DT3076 - Black
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;14;DT3076;Dash tray cardboard reinforcement for liner [link]VGA1995[/link] / [link]DT3027[/link]
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;15;ALE3153;Rear parcel shelf - Black
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;16;CK989;Vinyl handbrake gaiter
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;17;BHH2002AM;Vinyl gear lever gaiter - black with red top stitching
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;18;CCC111;Carpeted boot board - Single tank - Black - Carb cars
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;18;CCC113;Carpeted boot board - Single tank - Black - Injection tank cars
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;19;GFK7509;Set of door panel clips
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;20;DT3028A;Dash surround material
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;21;CCC115B;Boot board bracket kit for 145 Tyres (see page 181 for more details)
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;22;14A9783;Boot board bracket (See page 181 for more details)
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;23;SV2017A;Padded sunvisor with mirror - Black (option)
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;23;SV2017P;Padded sunvisor with mirror - Grey
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;23;SV2017WW;Padded sunvisor with mirror - White
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;23;SV2017W;Padded sunvisor with mirror - White/Black Back
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;24;SV2016A;Padded sunvisor plain - Black (option)
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;24;SV2016P;Padded sunvisor plain - Grey
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;24;SV2016WW;Padded sunvisor plain - White
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;24;SV2016W;Padded sunvisor plain - White/Black Back
cat002;chap0211;224;Trim;Seats and Trim - Mini Non Cooper 1993-96;25;SV2021;Sunvisor bracket
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;8;HGD100150;Front seat base diaphragm
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;10;C707;Packet of 20 seat frame clips (Order individually as [link]14A8094[/link])
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;12;SF668;Rear seat base foam cushion
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;13;DP3106AC;Door panel / Panel Colour - Black/Strip Colour - Beige
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;13;DP3106AM;
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;14;DP3106AC;Rear quarter panel / Panel Colour-Black/Strip Colour-Beige
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;14;DP3106AM;
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;16;WAC3024A;Pair of rear wheel arch covers - Black
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;17;WA3025A;Rear parcel shelf carpeted - Black
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;19;BHH2002AM;Vinyl gear lever gaiter - black with red top stitching
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;20;CCC113;Carpeted boot board - Single tank - Black
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;21;GFK7509;Door panel clips
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;22;DT3028A;Dash surround material
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;23;CCC115B;Boot board bracket kit for 145 Tyres (see page 181 for more details)
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;24;14A9783;Boot board bracket (See page 181 for more details)
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;25;SV2017A;Padded sunvisor with mirror - Black (option)
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;25;SV2017P;Padded sunvisor with mirror - Grey
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;25;SV2017WW;Padded sunvisor with mirror - White
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;25;SV2017W;Padded sunvisor with mirror - White/Black Back
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;26;SV2016A;Padded sunvisor plain - Black (option)
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;26;SV2016P;Padded sunvisor plain - Grey
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;26;SV2016WW;Padded sunvisor plain - White
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;26;SV2016W;Padded sunvisor plain - White/Black Back
cat002;chap0211;225;Trim;Seats and Trim - Mini 1996-2000;27;SV2021;Sunvisor bracket
cat003;chap0301;185;Bodywork;Saloon and Front Ends;1;BMP343;Body shell complete with doors, bonnet and boot, MK4/5
cat003;chap0301;185;Bodywork;Saloon and Front Ends;1;AAA36002;Body shell complete with fan hole in inner wing, MK6
cat003;chap0301;185;Bodywork;Saloon and Front Ends;1;AAA360200;Body shell complete with blank inner wing 1996 on, MK7
cat003;chap0301;185;Bodywork;Saloon and Front Ends;1;AAA360210;Body shell complete with arches cut for Rover 13” wheels
cat003;chap0301;185;Bodywork;Saloon and Front Ends;2;CZH3140;Windscreen panel
cat003;chap0301;185;Bodywork;Saloon and Front Ends;3;HMP441001;Windscreen lower panel repair section full width
cat003;chap0301;185;Bodywork;Saloon and Front Ends;6;14A8308;Front panel - Pre 1976 rubber mounted subframe - Genuine
cat003;chap0301;185;Bodywork;Saloon and Front Ends;6;MS4E;Front panel - Pre 1976 rubber mounted subframe - Non Genuine
cat003;chap0301;185;Bodywork;Saloon and Front Ends;6;ALA8619;Front panel - 1976 on rubber mounted subframe - Genuine
cat003;chap0301;185;Bodywork;Saloon and Front Ends;6;MS4L;Front panel - 1976 on rubber mounted subframe - Non Genuine
cat003;chap0301;185;Bodywork;Saloon and Front Ends;6;ASJ36002;Front panel - 1976 on with 2 spot lamp mounting holes. SPI
cat003;chap0301;185;Bodywork;Saloon and Front Ends;6;ASJ360070;Front panel - 1976 on with 4 spot lamp holes - MPI only
cat003;chap0301;185;Bodywork;Saloon and Front Ends;6;ASJ360070MS;Front panel as above but non genuine
