katalog;kapitel;seite;kapitel_titel;tafel_titel;pos;teilenummer;bezeichnung
cat001;chap0102;13;Engine;Block Components & Pistons;3;2K8169;Core plug (1.625” diameter)
cat001;chap0102;13;Engine;Block Components & Pistons;3;AEC876;Core plug (1.326” diameter)
cat001;chap0102;13;Engine;Block Components & Pistons;3;AEH592;Core plug (1.647” diameter)
cat001;chap0102;13;Engine;Block Components & Pistons;4;12G3503;Oil gallery plug
cat001;chap0102;13;Engine;Block Components & Pistons;5;2K1345;Oil release passage
cat001;chap0102;13;Engine;Block Components & Pistons;6;CAM151;Block to head stud short
cat001;chap0102;13;Engine;Block Components & Pistons;6;TAM1617;Block to head stud short
cat001;chap0102;13;Engine;Block Components & Pistons;7;CAM150;Block to head stud long
cat001;chap0102;13;Engine;Block Components & Pistons;8;CHS2613;Filter to block bolt
cat001;chap0102;13;Engine;Block Components & Pistons;9;CHS2515;Petrol pump stud
cat001;chap0102;13;Engine;Block Components & Pistons;10;2A54;Dowel - main bearing cap
cat001;chap0102;13;Engine;Block Components & Pistons;10;12G1268;Dowel - main bearing cap
cat001;chap0102;13;Engine;Block Components & Pistons;12;12G1398;Mains bolt
cat001;chap0102;13;Engine;Block Components & Pistons;13;AEG323;Mains stud set (6 studs)
cat001;chap0102;13;Engine;Block Components & Pistons;14;C-AJJ4013;Mains nut set (6 nuts)
cat001;chap0102;13;Engine;Block Components & Pistons;15;12G164;Liner (SU3367)
cat001;chap0102;13;Engine;Block Components & Pistons;15;AEG428;Liner (was AEG239) SU3598
cat001;chap0102;13;Engine;Block Components & Pistons;17;53K2853;Drain plug
cat001;chap0102;13;Engine;Block Components & Pistons;18;6K638;Drain plug washer
cat001;chap0102;13;Engine;Block Components & Pistons;20;2A265;Petrol pump blanking plate, (uses GUG705779GM gasket)
cat001;chap0102;13;Engine;Block Components & Pistons;21;22H983;
cat001;chap0102;13;Engine;Block Components & Pistons;22;6K927;Main bearing lock tab except Cooper ‘S’/1300cc
cat001;chap0102;13;Engine;Block Components & Pistons;23;P15037-00;850cc Piston set 8.3 to 1 CR
cat001;chap0102;13;Engine;Block Components & Pistons;23;P20773-00;998cc Piston set 4 ring
cat001;chap0102;13;Engine;Block Components & Pistons;23;P20950-20;
cat001;chap0102;13;Engine;Block Components & Pistons;23;ADU3490-00;998cc Flat top piston 10.3 to 1 CR - standard +20/40/60 sizes
cat001;chap0102;13;Engine;Block Components & Pistons;23;P22357-40;1275cc Piston set 9.4 to 1 CR TURBO
cat001;chap0102;13;Engine;Block Components & Pistons;23;P21251-00;1275cc Piston 8.8 to 1 CR
cat001;chap0102;13;Engine;Block Components & Pistons;23;P21253-00;1275cc Piston 9.7 to 1 CR
cat001;chap0102;13;Engine;Block Components & Pistons;23;P20659-00;Piston 73.5 Powermax 9cc dish
cat001;chap0102;13;Engine;Block Components & Pistons;23;C-STR311;Piston 73.5 Mar Motorsport 9cc dish (Mini Spares own)
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;3;51K1382;Small end bolt
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;4;2A660;Locktab for con rod bolt
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;5;12G2217;Big end bolt
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;7;6K836;Crankshaft key
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;8;VP572-00;Con rod bearing set (Mahle)
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;8;AEB572-00;Con rod bearing set (ACL)
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;9;AEM3314-00;Mains bearing set journal width 1.064” 27.05mm 850/997cc
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;11;22A1493;Primary gear(Deva) only fits 11/2” diameter crank tail only
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;12;22A451;Thrust washer 3.04-3.09mm (.120-122”)
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;13;22G109;Bush rear for cranks with 11/2” diameter
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;14;22A321;Thrust washers 2.79-2.84mm (.110-112”) - N.L.A
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;14;22A322;Thrust washers 2.84-2.89mm (.112-114”)
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;14;22A323;Thrust washers 2.89-2.94mm (.114-116”)
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;14;22A324;Thrust washers 2.94-2.99mm (.116-118”)
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;14;22A450;Thrust washers 2.99-3.04mm (.118-120”)
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;15;22A319;U Clip thrust washer
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;16;88G549;Backing ring
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;18;WKN505;Key
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;19;AHU2379;Camshaft plate was 2A84
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;20;GFK5179;Locating plate bolt
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;21;GHF321;Locating bolt shake-proof washer
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;23;8G549;Tensioner rubber rings
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;24;6K629;Camshaft nut
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;25;2A759;Locktab
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;26;8G725;Crankshaft gear
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;27;3H2127;Timing chain
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;29;12G619B;Gasket
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;30;GFK5184;Screw, plate to block
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;31;GFK1125;Washer
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;32;53K2016;Screw plate to maincap
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;33;GHF321;Washer 1/4”star type
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;34;12G4499;Distributor drive spindle
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;35;13H2792;“O” Ring distributor housing
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;37;2A14;Push rod
cat001;chap0102;17;Engine;850cc Mini & 997cc Cooper Block;38;AEG584;Cam follower with oil hole
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;2;2A660;Locktab
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;3;C-STR319;High-grade Big end bolt kit
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;3;12G2217;Big end bolt
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;5;6K836;Crankshaft key
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;6;VP572-00;Con rod bearings (Mahle)
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;6;AEB572-00;Con rod bearings ACL Bearing
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;7;AEM3314-00;Mains bearings ACL Bearings
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;7;VM1018-00;Mains bearings Mahle race
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;9;22A1493;Primary gear (24 teeth)
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;11;22G109;Bush rear
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;12;22A321;Thrust washer 2.79-2.84mm (.110-112”) - N.L.A
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;12;22A322;Thrust washer 2.84-2.89mm (.112-114”)
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;12;22A323;Thrust washer 2.89-2.94mm (.114-116”)
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;12;22A324;Thrust washer 2.94-2.99mm (.116-118”)
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;12;22A450;Thrust washer 2.99-3.04mm (.118-120”)
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;12;22A451;Thrust washer 3.04-3.09mm (.120-122”)
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;13;22A319;U Clip thrust
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;14;88G549;Backing ring
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;17;WKN505;Camshaft key pin
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;18;AHU2379;Camshaft plate
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;19;GFK5179;Locating plate bolt
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;20;GHF321;Locating bolt shake proof washer
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;22;8G549;Tensioner rubber rings
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;23;12G4337;Camshaft gear, fitted originally without tensioner
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;24;12G2621;Tensioner, fits 12G2626 front plate only
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;25;12G2628;Tensioner mounting plate
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;26;12G2629;Pivot pin
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;27;2A759;Camshaft locktab
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;28;6K629;Camshaft nut
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;29;8G725;Crankshaft gear
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;30;6K628;Washer to shim crank gear
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;31;3H2127;Timing chain (Simplex)
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;32;12G2626;Front plate - used with tensioner pads
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;33;12G619B;Gasket for 2A970 front plate
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;34;12G4499;Distributor drive spindle
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;35;13H2792;“O” ring distributor housing
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;37;2A14;Push rod
cat001;chap0102;18;Engine;998cc, 1100cc & 998cc Cooper - To 1980;38;AEG584;Cam follower with oil hole
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;3;2A660;Locktab, deleted when [LINK]CAM6126[/LINK] fitted
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;4;CAM6126;Connecting rod bolt, replaced [LINK]12G2219[/LINK]
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;6;6K836;Crankshaft keyway
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;7;VP572-00;Con rod bearings (Mahle)
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;7;AEB572-00;Con rod bearings ACL bearing
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;8;AEM3314-00;Main bearing, locating lug on edge of both halves. ACL Bearings
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;8;AEM3427-00;Main bearing (centre locating lip) 1985 on
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;10;22A1493;Primary gear (24 teeth), old type
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;10;DAM8888;Primary gear (29 teeth), A plus
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;12;22G109;Bush rear
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;13;22A321;Thrust washer 2.79-2.84mm (.110-112”) - N.L.A
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;13;22A322;Thrust washer 2.84-2.89mm (.112-114”)
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;13;22A323;Thrust washer 2.89-2.94mm (.114-116”)
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;13;22A324;Thrust washer 2.94-2.99mm (.116-118”)
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;13;22A450;Thrust washer 2.99-3.04mm (.118-120”)
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;13;22A451;Thrust washer 3.04-3.09mm (.120-122”)
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;14;22A319;Thrust washer U clip
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;15;88G549;Backing ring
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;17;WKN505;Camshaft key
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;18;AHU2379;Camshaft locating plate
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;19;GFK5179;Locating plate bolt
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;20;GHF321;Locating bolt shake proof washer
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;21;12G4337;Camshaft gear
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;22;12G2621;Tensioner pad
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;23;12G2628;Tensioner mounting plate
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;24;12G2629;Tensioner pin
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;25;6K629;Camshaft nut
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;26;2A759;Locktab
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;27;CAM4700B;Front plate gasket
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;28;12G2626;Front plate
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;29;GFK5184;Bolt for plate to block
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;30;GFK1125;Spring washer
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;31;8G725;Crankshaft gear
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;32;6K628;Crank gear shim washer
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;33;3H2127;Timing chain
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;34;12G3560;Distributor drive spindle
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;35;TAM1671;Distributor retaining plate was 613867A, pre 1985
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;36;TAM1706;Retainer screw 3/8”UNF 1”long, was CAM6105
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;37;2A14;Push rod
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;37;C-AEG581;Push rod (3 piece) performance use
cat001;chap0102;19;Engine;998cc, 1981 on, 'A' Plus Block;38;AEG584;Cam follower with hole
cat001;chap0102;20;Engine;MK2;1;AEG309;Connecting rod, 5.875” centres
cat001;chap0102;20;Engine;MK2;2;C-STR288;Connecting rod bolt was AEG519
cat001;chap0102;20;Engine;MK2;3;AEG147;Connecting rod nut
cat001;chap0102;20;Engine;MK2;3;EAC5541A;Connecting rod multipoint nut, non nyloc - Alternative
cat001;chap0102;20;Engine;MK2;4;C-AEG479;Crankshaft (Forging cross drilled EN40B) 1275cc
cat001;chap0102;20;Engine;MK2;5;6K836;Crankshaft keyway
cat001;chap0102;20;Engine;MK2;6;VP572-00;Connecting rod bearings set (8G2399) - Mahle was Vandervell
cat001;chap0102;20;Engine;MK2;6;AEB572-00;Connecting rod bearings set (8G2399)
cat001;chap0102;20;Engine;MK2;7;AEM91120-00;Main bearings set (8G2391) - ACL
cat001;chap0102;20;Engine;MK2;8;AEW2136;Thrust washer kit was VPW41
cat001;chap0102;20;Engine;MK2;8;VPW41;Thrust washer set, Vandervell
cat001;chap0102;20;Engine;MK2;10;DAM8889;Front bush, was 22G770
cat001;chap0102;20;Engine;MK2;11;22G109;Rear bush
cat001;chap0102;20;Engine;MK2;12;DAM6490;Primary gear shim 2.84-2.89mm (.112-114”)
cat001;chap0102;20;Engine;MK2;12;DAM6486;Primary gear shim 2.89-2.94mm (.114-116”)
cat001;chap0102;20;Engine;MK2;12;DAM6487;Primary gear shim 2.94-2.99mm (.116-118”)
cat001;chap0102;20;Engine;MK2;12;DAM6488;Primary gear shim 2.99-3.04mm (.118-120”)
cat001;chap0102;20;Engine;MK2;12;DAM6489;Primary gear shim 3.04-3.09mm (.120-122”)
cat001;chap0102;20;Engine;MK2;12;DAM6492;Primary gear shim 3.09-3.14mm (0.122-124”)
cat001;chap0102;20;Engine;MK2;13;22A319;Thrust washer U clip 0.125” (3.17mm)
cat001;chap0102;20;Engine;MK2;14;88G549;Backing ring 0.163-0.165” (4.14-4.19mm)
cat001;chap0102;20;Engine;MK2;16;AHU2379;Camshaft locating plate
cat001;chap0102;20;Engine;MK2;17;GFK5179;Locating plate screw
cat001;chap0102;20;Engine;MK2;18;GHF321;Shake proof spring washer
cat001;chap0102;20;Engine;MK2;21;6K629;Camshaft nut
cat001;chap0102;20;Engine;MK2;22;2A759;Locktab for camshaft nut
cat001;chap0102;20;Engine;MK2;23;2H4905;Timing chain,double row
cat001;chap0102;20;Engine;MK2;24;6K628;Washer to shim crank gear
cat001;chap0102;20;Engine;MK2;25;12G619B;Front plate gasket
cat001;chap0102;20;Engine;MK2;26;AEG161;
cat001;chap0102;20;Engine;MK2;27;AEA687;Screw, front plate to maincap
cat001;chap0102;20;Engine;MK2;28;SH605051;Screw, front plate to Block
cat001;chap0102;20;Engine;MK2;29;GHF322;Shake proof spring washer
cat001;chap0102;20;Engine;MK2;30;2A14;Pushrod, 970/1070cc
cat001;chap0102;20;Engine;MK2;30;AEG314MS;Pushrod, 1275cc
cat001;chap0102;20;Engine;MK2;30;C-AEG581;Pushrod, 970/1070cc (3 piece) for performance use
cat001;chap0102;20;Engine;MK2;30;C-AEG582;Pushrod, 1275cc (3 piece) for performance use
cat001;chap0102;20;Engine;MK2;31;AEG584;Cam follower with hole
cat001;chap0102;20;Engine;MK2;32;12G4499;Distributor drive spindle
cat001;chap0102;20;Engine;MK2;33;13H2792;Seal for distributor housing
cat001;chap0102;20;Engine;MK2;35;WKN505;Camshaft keyway
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;2;C-STR288;Con rod bolt and nut set
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;3;AEG147;Con rod bolt nut
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;3;EAC5541A;Connecting rod multipoint nut, non nyloc - Alternative
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;4;C-AEG479;Crankshaft
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;5;6K836;Crankshaft keyway
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;6;VP572-00;Con rod bearing set (8G2399) Mahle - Std/10/20 only
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;6;AEB572-00;Con rod bearing set ACL
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;7;AEM91120-00;Main bearing set ACL
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;8;AEW2136;Thrust washer kit was (VP41 & BHM1293)
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;8;VPW41;Thrust washer set, Vandervell
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;10;DAM8889;Front bush was 22G770
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;11;22G109;Rear bush
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;12;DAM6490;Primary gear shim 2.84-2.89mm (.112-114”)
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;12;DAM6486;Primary gear shim 2.89-2.94mm (.114-116”)
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;12;DAM6487;Primary gear shim 2.94-2.99mm (.116-118”)
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;12;DAM6488;Primary gear shim 2.99-3.04mm (.118-120”)
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;12;DAM6489;Primary gear shim 3.04-3.09mm (.120-122”)
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;12;DAM6492;Primary gear shim 3.09-3.14mm (0.122-124”)
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;13;22A319;Thrust washer U clip 0.125” (3.17mm)
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;14;88G549;Backing ring 0.163-0.165” (4.14-4.19mm)
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;16;WKN505;Keyway
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;18;AHU2379;Camshaft locating plate
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;19;GFK5179;Bolt for locating plate
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;20;GHF321;Shake proof washer for locating plate
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;21;12G1397;Camshaft gear cast iron
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;22;12G1699;Crankshaft gear cast iron
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;23;6K629;Camshaft nut
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;24;2A759;Locktab
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;25;2H4905;Chain
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;26;6K628;Washer to shim crank gear
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;27;12G619B;Front plate
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;28;AEG161;
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;29;SH605051;Screw plate to block
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;30;GFK1125;Washer was LWZ305/GHF332
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;31;AEA687;Screw, front plate to maincap
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;32;AEG314MS;Push rod
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;32;C-AEG582;Push rod 1275cc (3 piece for performance use)
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;33;AEG584;Cam follower with oil hole
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;34;12G4499;Distributor spindle
cat001;chap0102;21;Engine;12H398) & 12G Eng Nos.;35;13H2792;Distributor housing oil seal
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;2;LFH10006;Con rod bolt, was 12G1300
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;3;13H5872;Con rod nut
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;4;CAM6232;Crankshaft (rolled radius journals CAM6232 casting)
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;5;6K836;Crankshaft keyway
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;6;AEB91306-00;Con rod bearing, ACL (Not Cooper ‘S’)
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;6;VC1003-00;Connecting rod bearings Mahle race
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;7;AEM91120-00;Mains bearings,ACL
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;8;AEW2136;Thrust washer set, was BHM1293, Glacier
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;8;VPW41;Thrust washer set, Vandervell
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;9;DAM8890;Primary gear 29 teeth (A plus)
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;10;DAM8889;Bush Front
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;11;22G109;Bush rear
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;12;DAM6490;Primary gear shim 2.84-2.89mm (.112-.114”)
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;12;DAM6486;Primary gear shim 2.89-2.94mm (.114-.116”)
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;12;DAM6487;Primary gear shim 2.94-2.99mm (.116-.118”)
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;12;DAM6488;Primary gear shim 2.99-3.04mm (.118-.120”)
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;12;DAM6489;Primary gear shim 3.04-3.09mm (.120-.122”)
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;12;DAM6492;Primary gear shim 3.09-3.14mm (0.122-124”)
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;13;22A319;Thrust washer U clip
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;14;88G549;Backing ring
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;17;AHU2379;Camshaft retainer plate
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;18;12G1397;Camshaft gear duplex
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;19;12G4337;Camshaft gear simplex
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;20;6K629;Camshaft nut
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;21;2A759;Camshaft locktab
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;22;12G1699;Crankshaft gear duplex
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;23;8G725;Crankshaft gear simplex
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;24;2H4905;Timing chain duplex
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;25;3H2127;Timing chain simplex
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;26;6K628;Washer to shim crank gear
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;27;12G2621;Tensioner pad (only fits [LINK]12G2626[/LINK] front plate)
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;28;12G2628;Tensioner mounting plate
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;29;12G2629;Tensioner pivot pin
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;30;12G619B;Front plate gasket for [LINK]AEG161[/LINK]
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;31;12G2626;Front plate, simplex 1275GT 1974 on
cat001;chap0102;22;Engine;Pre A Plus 1275 with 12H Eng No Except Cooper S;32;SH605051;Screw - plate to crankshaft
