modell_code;modell;baugruppe;pos;artikel;bezeichnung
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;2;p-9;Bremstrommel vorne 9 Zoll -FA ITALIA- Vespa V50 R (V5A1T ab Nr. 752189), V50 Special (V5A2T, - bis Bj. 1971), V50 Special Elestart (V5A3T - bis Bj. 19
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;3;p-9;Bremstrommel vorne 9 Zoll -FA ITALIA- Vespa V50 R (V5A1T ab Nr. 752189), V50 Special (V5A2T, - bis Bj. 1971), V50 Special Elestart (V5A3T - bis Bj. 19
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;6;p-513;Wellendichtring 25x40x7mm -CORTECO NBR- (verwendet für Vorderrad Vespa V50, V90, SS50, SS90, PV125, ET3)
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;7;p-1;Seegerring -BOHRUNG DIN472- Ø=40mm - (verwendet für Radlager 6203 in Schwinge V50, 50N, PV125, Sprint, Rally, VBB)
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;8;p-13920;Kugellager -6203- (17x40x12mm) - (verwendet für Kurbelwelle Lambretta A, B, C, LC)
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;9;p-354;Kronenmutter Schwinge/Vorderradlager -VESPA- V50, V90, SS50, SS90, PV125, ET3
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;10;p-14286;Kugellager -6201- (12x32x10mm) - (verwendet für Vorderrad Lambretta alle, Vespa PX (bis Bj. 1982) - Getriebe Lambretta A, B, C, LC, D, LD)
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;11;p-370;Tachoschnecken-Set -BGM ORIGINAL- Vespa 11 Zähne, Ø=21,8mm, Metall + 9 Zähne, l= 31mm, 2,7mm Vierkant, schwarz (passend für Tachoschnecke 9 Zähne) - (
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;12;p-361;Gummikappe Tachoantrieb -PIAGGIO- Vespa V50, V90, PV, ET3 - grau
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;13;p-353;Gummi Tachowelle/Bremsankerplatte -PIAGGIO- Vespa V50, V90, PV, ET3
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;14;p-368;Tachoschnecke -BGM ORIGINAL- Vespa 9 Zähne, l= 31mm, 2,7mm Vierkant, schwarz (verwendet in Vespa V50, 50N, 50L, 50R (V5A1T, 9 Zoll Reifen)
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;15;p-11591;Dichtung für Sicherungskappe Tachoschnecke -OEM QUALITÄT- Vespa V50, PV125, ET3 - Ø=14x20x1,5mm
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;17;p-6711;Niet - Kerbnagel Ø=2,5x13,5mm für Lenkschlossblende -OEM QUALITÄT- Vespa PX (-1984), V50 Special, PV125, ET3
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;18;p-2728;Schlüsselrohling -ZADI- Vespa/Ape Lenkschloss
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;19;p-1317;Lenkschlossblende inkl. Niete -CIF, Rund- Vespa PX (-1984), ET3, V50 (V5A1T 912783-), V50 Special (V5B3T 207317-), V50 S (V5SA1T 77868-), SR50 (V5SS2T
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;20;p-10816;Lenkschloss -ZADI 38,5x4mm- Vespa PX (-1984), V50 N (V5A1T Nr. 236001 bis Nr. 283299), V50 L (V5A1T, ab Nr. 580001) ,V50 Special (V5A2 bis 3T), V50 S 
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;21;p-575;Gummi Lenkschloss -PIAGGIO- Vespa PX (-1984), V50 Special, PV125, ET3, Sprint, Rally, GT, GTR, SS180
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;22;p-15133;Gabel - Lenkrohr - Steuerrohr -BGM ORIGINAL- Vespa V50, ET3, PV125
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;23;p-15132;Schwingenabdeckung -PIAGGIO- Vespa V50, ET3, PV125 - Aluminium, Silbern
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;24;p-15360;Mutter -DIN 934- M12 x 1,50 - verwendet als Kupplungsmutter für Kupplung Vespa Cosa2
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;25;p-11565;Federring -DIN 127- M12
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;26;p-47290;Schwingenabdeckungs-Kit -OEM QUALITÄT- Vespa V50, ET3, PV125 innen
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;27;p-15145;Kotflügel -OEM QUALITÄT- Vespa V50, V90, PV125, ET3 - unlackiert
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;29;p-6706;Schwingenlagersatz -VESPA- V50, ET3, PV125
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;30;p-6706;Schwingenlagersatz -VESPA- V50, ET3, PV125
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;31;p-44644;O-Ring Set (6-teilig) Gabel -OEM QUALITÄT- Vespa Smallframe V50, PV, ET3, Motovespa T3, 125 Primavera
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;32;p-44644;O-Ring Set (6-teilig) Gabel -OEM QUALITÄT- Vespa Smallframe V50, PV, ET3, Motovespa T3, 125 Primavera
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;33;p-17425;Einstellschraube M5 x 20mm (Øinnen=6,9mm) -BGM ORIGINAL- (verwendet für Schaltraste Vespa) - 10 Stück
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;34;p-15682;Mutter -DIN 934- M5
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;35;p-12252;Klemmschraube Vorderradbremszug -PIAGGIO- Vespa V50, V90, SS50, SS90, PV125, ET3, VNA, VNB, VBA, VBB, Super, GL150 (VLA1T), GT125 (VNL2T), GTR125 (VNL
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;36;p-555;Klemmplättchen-Bolzen Ø=5,0x11mm Bremse vorne -OEM QUALITÄT- alle Modelle (bis Bj. 1981), PX (-1984)
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;37;p-15026;Splint -DIN 94- Ø=2,0mm - 20mm - verwendet für Bolzen Klemmplättchen / Bremsarm hinten Vespa PX, Sprint, Rally, V50, PV125, ET3 etc.
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;40;p-12253;Mutter M7 flach für Klemmschraube Vorderradbremszug -PIAGGIO- Vespa V50, V90, PV125, ET3, VNA, VNB, VBA, VBB, Super, GL150 (VLA1T), GT/GTR125 (VNL2T),
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;41;p-581;Bremsarm mit Bremsnocke vorne -BGM ORIGINAL- Vespa V50, V90, SS50, SS90, PV125, ET3 - Ø= 14,9mm
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;42;p-6843;Kotflügelschraube seitlich M5 x 16mm -CIF- Vespa Smallframe V50, 50N, PV, ET3, PK S, PK XL, Largeframe PX, VNA, VNB, VBA, VBB, Super, Sprint Veloce, R
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;44;p-13509;Federring -DIN 127- M5 - Edelstahl
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;45;p-13509;Federring -DIN 127- M5 - Edelstahl
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;46;p-13509;Federring -DIN 127- M5 - Edelstahl
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;47;p-15682;Mutter -DIN 934- M5
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;48;p-15682;Mutter -DIN 934- M5
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;49;p-15687;Schraube -DIN 933- M5 x 25mm
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;53;p-6679;Schraube -DIN 933- M5 x 10mm (verwendet für Abdeckblech Tachoschnecke Vespa PX, T5 125cc, V50, PV125, ET3)
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;54;p-45470;Schwinge -PREMIUM- V50, ET3, PV125 - Bremsnocke Ø=14,9mm
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;57;p-15130;Bremsbacken -NEWFREN- Ø=125x17mm- 8 + 9 + 10 vorne, 1 Aufnahme, Vespa Smallframe V50, V90, SS50, SS90, PV125, ET3, Wideframe V1T bis V15T, V30T-V33T, 
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;58;p-159;Bremsbacken Rückholfeder -PIAGGIO- Vespa Rally (v), Sprint (v), GT (v), GTR (v), TS (v), Super (v), V50-90 (v), SS50-90 (v), PV125 (v), ET3 (v), GS160
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;59;p-15030;Bremsbackensicherung (Omega) -VESPA- V50, V90, SS50, SS90, PV125, ET3, VNA, VNB, VBA, VBB, Super, GL150 (VLA1T), GT125 (VNL2T), GTR125 (VNL2T), TS125 
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;62;p-11773;Distanzscheibe Kunststoff Ø=18x6,4x6mm für Kotflügel -OEM QUALITÄT- Vespa V50, V90, PV125, ET3 125
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;63;p-11229;Hinterradmutter -Kronenmutter -OEM QUALITÄT M14x1,5 SW22- Vespa PX (-1984), Rally, Sprint150, TS125, GT125, GTR125, Super, SS180, GS160 / GS4, VNA, VN
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;64;p-6630;Splint -ISO 1234- Ø=3,5 x 32mm (verwendet für Vorderrad Vespa PK, PX, Cosa, T5 125ccm - Hinterrad Vespa PK, PX, Cosa, T5 125ccm, Rally, Sprint, TS, GT
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;65;p-15727;Federring -DIN 127- M8
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;67;p-9275;Schmiernippel -DIN 71412- M10 x 1,0 - Schlüsselweite 11mm
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;68;p-34867;Kotflügelnippel -TOMAS COMPOSITI, Echtcarbon- Vespa 50L/R (V5A1T), 90 Racer (V9SS2T), Nuova 125 (VMA1T), PV125 (VMA2T), ET3 (VMB1T), Super 125/150 (VN
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;69;p-9514;Federmutter -OEM QUALITÄT- Vespa (verwendet für Kotflügelnippel Rally180 (VSD1T), Rally200 (VSE1T), Sprint150 (VLB1T), GT125 (VNL2T), GTR125 (VNL2T), 
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;70;p-344;V-Ring Dichtring Ø=18x3x22mm Schwinge innen -VESPA- PX (bis Bj. 1982), V50, PV125, ET3, SS50, SS90
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;71;p-13072;Feder Lenkschloss -VESPA- Vespa
c-4979;Vespa 50 N (V5A1T);Gabel - Kotflügel - Bremstrommel vorn;72;p-6706;Schwingenlagersatz -VESPA- V50, ET3, PV125
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;2;p-6630;Splint -ISO 1234- Ø=3,5 x 32mm (verwendet für Vorderrad Vespa PK, PX, Cosa, T5 125ccm - Hinterrad Vespa PK, PX, Cosa, T5 125ccm, Rally, Sprint, TS, GT
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;3;p-11229;Hinterradmutter -Kronenmutter -OEM QUALITÄT M14x1,5 SW22- Vespa PX (-1984), Rally, Sprint150, TS125, GT125, GTR125, Super, SS180, GS160 / GS4, VNA, VN
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;4;p-6631;Unterlegscheibe Hinterradmutter - Bremstrommel hinten -OEM QUALITÄT- Vespa 1951-1982, PX (-1982), Rally, Sprint, TS125, GT125, GTR125, GL150, Super, V
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;5;p-10;Bremstrommel hinten 9 Zoll -FA ITALIA- Vespa V50 R (V5A1T ab Nr. 752189), V50 Special (V5A2T, - bis Bj. 1971), V50 Special Elestart (V5A3T - bis Bj. 1
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;6;p-10;Bremstrommel hinten 9 Zoll -FA ITALIA- Vespa V50 R (V5A1T ab Nr. 752189), V50 Special (V5A2T, - bis Bj. 1971), V50 Special Elestart (V5A3T - bis Bj. 1
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;8;p-32712;Bremsbacken -POLINI Ø=135x20mm- VESPA V50 (h) - 9 Zoll
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;9;p-15030;Bremsbackensicherung (Omega) -VESPA- V50, V90, SS50, SS90, PV125, ET3, VNA, VNB, VBA, VBB, Super, GL150 (VLA1T), GT125 (VNL2T), GTR125 (VNL2T), TS125 
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;10;p-15038;Bremsbacken Rückholfeder -PIAGGIO- Vespa PX (vh), T5 125cc (vh), PK (vh), Rally180 (VSD1T), Rally200 (VSE1T) (h), Sprint (h), Super (h), GT125 (VNL2T)
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;11;p-19206;Bremsbackenträger für Bremsankerplatte hinten CNC Aluminium -CMD Little Kong- Vespa V50, 50N, PV125, ET3
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;12;p-11957;O-Ring 12,5x 2,5mm -PIAGGIO- (verwendet für Bremsnocke Vespa PK S, PK XL, PK XL2, Federbock Sprint, Rally, GT, GTR, GS150)
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;13;p-363;Bremsarm mit Bremsnocke hinten -KR AUTOMATION- Vespa V50, V90, SS50, SS90, PV125, ET3
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;14;p-12356;Wellendichtring 27x37x7mm -MALOSSI PTFE/FKM- (verwendet für Hinterrad / hintere Bremstrommel Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL, PK X
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;15;p-31085;Kugellager -Malossi (beidseitig gekapselt)- (20x47x14mm) - Radwelle hinten PIAGGIO/VESPA (6204 2RS C3)
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;16;p-11934;Dichtung Bremsankerplatte hinten -PIAGGIO- Vespa V50, V90, PV 25, ET3, PK S, PK XL, PK XL2, PK HP
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;17;p-526;Ölablassschraube M8 x 8mm -PIAGGIO Olio- Vespa PX, T5 125cc, Cosa, Rally180/200, Sprint150, TS125, GT125, GTR125, GL150, Super, SS180, GS160 / GS4, VN
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;18;p-526;Ölablassschraube M8 x 8mm -PIAGGIO Olio- Vespa PX, T5 125cc, Cosa, Rally180/200, Sprint150, TS125, GT125, GTR125, GL150, Super, SS180, GS160 / GS4, VN
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;19;p-15037;Dichtung Ölablassschraube -OEM QUALITÄT 8x14x1mm- Vespa V50, 50N, SS50, SR50, V90, SS90, V100, PV125, ET3, PK, PX, T5 125ccm, Cosa, Rally, Sprint, TS1
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;20;p-15037;Dichtung Ölablassschraube -OEM QUALITÄT 8x14x1mm- Vespa V50, 50N, SS50, SR50, V90, SS90, V100, PV125, ET3, PK, PX, T5 125ccm, Cosa, Rally, Sprint, TS1
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;21;p-3498;Entlüftungsschraube Kupplungsdeckel -PIAGGIO- Vespa alle Vespas
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;22;p-10285;Kickstarteranschlaggummi -PIAGGIO- Vespa V50, V90, PV125, ET3, PK S - 20 x 24 x 9mm
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;23;p-17425;Einstellschraube M5 x 20mm (Øinnen=6,9mm) -BGM ORIGINAL- (verwendet für Schaltraste Vespa) - 10 Stück
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;24;p-15682;Mutter -DIN 934- M5
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;25;p-391;Sicherungsschraube Schaltgabel -OEM QUALITÄT- V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL1
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;26;p-11951;Klemmplättchen-Bolzen Ø=5,4x11mm Bremse hinten -PIAGGIO- Vespa V50, V90, PV125, ET3, PK, PK S, PK XL, PK XL2, PX, Rally, Sprint, GT, GTR
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;27;p-44764;Schaltgabel -PREMIUM- Vespa V50, V90, SS50, SS90, PV125, ET3 - 2x O-Ringe
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;28;p-1321;Schubklotz für Schaltklaue -PIAGGIO- Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;30;p-17433;Einstellschraube M7 x 25mm -BGM ORIGINAL- 10 Stück
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;31;p-12253;Mutter M7 flach für Klemmschraube Vorderradbremszug -PIAGGIO- Vespa V50, V90, PV125, ET3, VNA, VNB, VBA, VBB, Super, GL150 (VLA1T), GT/GTR125 (VNL2T),
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;35;p-11717;Wellscheibe für Schaltgabel -OEM QUALITÄT, 7,75x12,0x0,1mm- Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL1
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;36;p-13916;Sicherungsring -WELLE DIN6799- Ø=3mm - verwendet für Schubklotz Schaltklaue Vespa Smallframe (V50, PV, ET3, PK, PK XL, PK XL2)
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;37;p-111;Sicherungsstift (zylindrisch) 4,0x23mm (verwendet für Schaltraste PX, Cosa, T5, Rally, Sprint, TS, GT, GTR, Super, SS180, GS160, GL, VNA, VNB, VBA, VB
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;41;p-11133;Schaltklaue -FA ITALIA- 4-Arme, 3 Gang - Vespa 50N (V5A1T, 92877-), 50L, 50R, 50 Special (V5A2T, V5B3T), Special Elestart (V5B2T, V5A3T), V90 (V9A1T),
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;42;p-6623;Seegerring -WELLE DIN471 ähnlich- Ø=48mm x 1,7mm - verwendet für Hauptwelle Getriebe Vespa V50, PV, ET3, Sprint, Rally, VNA, VNB, VBA, VBB, Super, GT,
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;43;p-6623;Seegerring -WELLE DIN471 ähnlich- Ø=48mm x 1,7mm - verwendet für Hauptwelle Getriebe Vespa V50, PV, ET3, Sprint, Rally, VNA, VNB, VBA, VBB, Super, GT,
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;44;p-30127;Schulterring -MALOSSI- Vespa Smallframe V50, PV125, ET3, PK - Largeframe PX Lusso (1984-), Cosa, T5 125ccm - 1,00mm
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;45;p-30127;Schulterring -MALOSSI- Vespa Smallframe V50, PV125, ET3, PK - Largeframe PX Lusso (1984-), Cosa, T5 125ccm - 1,00mm
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;50;p-15098;Schaltfeder -VESPA- V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;51;p-10067;Schaltfeder-Set -VESPA- V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL - verstärkt
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;52;p-15719;Mutter -DIN 934- M8
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;53;p-15727;Federring -DIN 127- M8
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;54;p-15725;Unterlegscheibe -DIN 125- M8 - schwarz verzinkt
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;55;p-15026;Splint -DIN 94- Ø=2,0mm - 20mm - verwendet für Bolzen Klemmplättchen / Bremsarm hinten Vespa PX, Sprint, Rally, V50, PV125, ET3 etc.
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;56;p-11955;Mutter flach -DIN 439 ähnlich- M9 x 1,0mm - verwendet für Klemmplättchen hinten Bremszug/Bremsarm/Bremspedal Vespa
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;61;p-3041;Schraube Kabelkästchen M3 x 8mm mit Schlitz -PIAGGIO- Vespa Smallframe V50, PV125, Wideframe VM1, VM2, VNB1, VNB2, Super, GS150 VS1-5, Sprint, GT, GTR
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;64;p-6832;Schraube Linsen-Senkkopf -DIN 966- M5 x 40 (verwendet für Kabelkästchen Vespa PX, T5 125cc, Rally180 (VSD1T), Rally200 (VSE1T), Sprint150 (VLB1T), TS1
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;65;p-392;Unterlegscheibe -VESPA- 12x20x2,3mm (verwendet für Sicherungsschraube Schaltgabel Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL)
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;66;p-15727;Federring -DIN 127- M8
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;67;p-15727;Federring -DIN 127- M8
c-4979;Vespa 50 N (V5A1T);Getriebe - Hinterradnabe;68;p-46131;Schubklotz-Set für Schaltgabel - Schaltklaue -FRT- Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;1;p-15337;Kickstarterfeder -OEM QUALITÄT- Vespa V50, V90, PV125, PK50, PK80, PK125
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;2;p-12734;Kickstarterwelle -PIAGGIO- Vespa V50, V90, SS50, SS90, PV125, ET3, PK50, PK80, PK125 S, PK50, PK80, PK125 XL - 12 Zähne
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;3;p-15295;O-Ring Ø16x2,50mm -PIAGGIO-Kickstarterwelle Vespa V50, PV125, ET3, PK, PX, T5 125ccm, Cosa, Rally, Sprint, TS125, GT125, GTR125, Super, GS160 / GS4, S
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;4;p-15111;Kickstarterritzel -OEM QUALITÄT- Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL - Zähne 12/10, Ø=20,5mm
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;6;p-15011;Kickstarterritzelandruckfeder -OEM QUALITÄT- Vespa V50, V90, PV125, ET3, PK
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;7;p-14464;Seegerring -WELLE DIN471- Ø=25mm - Smallframe primär, V50, 50N, SS50, SS90, V90, PV125, ET3, PK, PK XL, PK XL2, ETS
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;8;p-12229;Halbmond Keil (Scheibenfeder) -DIN 6888- 3x3,6mm (verwendet für Kurbelwelle Lichtmaschinenseite Vespa GS 150, Lambretta D 125-150 (1956-1957), LD 125-
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;9;p-46019;Rollenlager -CRIMAZ NUP 16005 (25x47x8mm)- verwendet für Primär Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;10;p-15175;Schraube -DIN 931- M9 x 50mm (verwendet als Kickstarterschraube Vespa V50, V90, SS50, SS90, PV125, ET3, PK
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;11;p-11935;Zahnscheibe -DIN 6798- M9 - innenverzahnt
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;12;p-15113;Kickstarter Vespa V50, PV, ET3 - Aluminium poliert
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;13;p-15203;Seegerring -BOHRUNG DIN472- Ø=47mm - für Kugellager Smallframe, Largeframe Hauptwelle 6204 Radseite, Kugellager 16005 Primär Smallframe V50, PV, ET3, 
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;18;p-15015;Kupplungsandruckplatte -OEM QUALITÄT- Vespa PX80, PX125, PX150, Sprint150 (VLB1T), TS125 (VNL3T), GT125 (VNL2T), GTR125 (VNL2T), Super, VNA, VNB, VBA,
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;19;p-10273;Kupplungsandruckplattenfeder -PIAGGIO- Vespa PX, T5 125cc, Cosa2, Rally180 (VSD1T), Rally200 (VSE1T), Sprint150 (VLB1T), TS125 (VNL3T), GT125 (VNL2T),
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;20;p-15189;Kupplungstrennpilz -OEM QUALITÄT- Vespa V50 (ab Bj. 1978), PV125 (ab Bj. 1978), ET3 (ab Bj. 1978), PK S, PK XL1 - 2 Ärmchen
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;21;p-1322;Dichtung Kupplungsdeckel -OEM QUALITÄT- Vespa V50, PV125, ET3, PK50, PK80, PK125
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;22;p-11525;Schraube -DIN 931- M6 x 25mm (8.8 Festigkeit) - (verwendet für Kupplungsdeckel Vespa PX, Cosa, T5 125ccm, Rally, Sprint, TS, GT, GTR, GL, SS 180, GS 1
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;23;p-6547;Federscheibe gewellt -DIN 137 Stahl verzinkt- M6
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;24;p-6547;Federscheibe gewellt -DIN 137 Stahl verzinkt- M6
c-4979;Vespa 50 N (V5A1T);Kupplung - Kickstarter;25;p-32630;Kupplungsdeckel -POLINI, kurzer gerader Hebel- Vespa V50, PV, ET3
